Entity,Code,Day,people_vaccinated,145608-annotations
Argentina,ARG,2022-02-24,40792447,
Argentina,ARG,2022-02-25,40814796,
Argentina,ARG,2022-02-26,40820859,
Argentina,ARG,2022-02-27,40823388,
Argentina,ARG,2022-02-28,40827298,
Argentina,ARG,2022-03-01,40831293,
Argentina,ARG,2022-03-02,40844717,
Argentina,ARG,2022-03-03,40856791,
Argentina,ARG,2022-03-04,40869068,
Argentina,ARG,2022-03-05,40873044,
Argentina,ARG,2022-03-06,40874935,
Argentina,ARG,2022-03-07,40885354,
Argentina,ARG,2022-03-08,40892515,
Argentina,ARG,2022-03-09,40900116,
Argentina,ARG,2022-03-10,40911110,
Argentina,ARG,2022-03-11,40920536,
Argentina,ARG,2022-03-12,40923842,
Argentina,ARG,2022-03-13,40925169,
Argentina,ARG,2022-03-14,40933947,
Argentina,ARG,2022-03-15,40942370,
Argentina,ARG,2022-03-16,40950686,
Argentina,ARG,2022-03-17,40958593,
Argentina,ARG,2022-03-18,40965694,
Argentina,ARG,2022-03-19,40968491,
Argentina,ARG,2022-03-20,40969475,
Argentina,ARG,2022-03-21,40975767,
Argentina,ARG,2022-03-22,40982126,
Argentina,ARG,2022-03-23,40988827,
Argentina,ARG,2022-03-24,40989891,
Argentina,ARG,2022-03-25,40995558,
Argentina,ARG,2022-03-26,40997683,
Argentina,ARG,2022-03-27,40998465,
Argentina,ARG,2022-03-28,41004266,
Argentina,ARG,2022-03-29,41009666,
Argentina,ARG,2022-03-30,41014288,
Argentina,ARG,2022-03-31,41019438,
Argentina,ARG,2022-04-01,41024424,
Argentina,ARG,2022-04-02,41025770,
Argentina,ARG,2022-04-03,41026486,
Argentina,ARG,2022-04-04,41030881,
Argentina,ARG,2022-04-05,41035275,
Argentina,ARG,2022-04-06,41039611,
Argentina,ARG,2022-04-07,41043306,
Argentina,ARG,2022-04-08,41047102,
Argentina,ARG,2022-04-09,41048577,
Argentina,ARG,2022-04-10,41049179,
Argentina,ARG,2022-04-11,41052357,
Argentina,ARG,2022-04-12,41055921,
Argentina,ARG,2022-04-13,41059857,
Argentina,ARG,2022-04-14,41060792,
Argentina,ARG,2022-04-15,41061308,
Argentina,ARG,2022-04-16,41062044,
Argentina,ARG,2022-04-17,41062278,
Argentina,ARG,2022-04-18,41065782,
Argentina,ARG,2022-04-19,41069246,
Argentina,ARG,2022-04-20,41072670,
Argentina,ARG,2022-04-21,41075935,
Argentina,ARG,2022-04-22,41079081,
Argentina,ARG,2022-04-23,41080283,
Argentina,ARG,2022-04-24,41080735,
Argentina,ARG,2022-04-25,41083773,
Argentina,ARG,2022-04-26,41086685,
Argentina,ARG,2022-04-27,41089475,
Argentina,ARG,2022-04-28,41092639,
Argentina,ARG,2022-04-29,41095607,
Argentina,ARG,2022-04-30,41096528,
Argentina,ARG,2022-05-01,41096576,
Argentina,ARG,2022-05-02,41098953,
Argentina,ARG,2022-05-03,41101394,
Argentina,ARG,2022-05-04,41104260,
Argentina,ARG,2022-05-05,41108425,
Argentina,ARG,2022-05-06,41111487,
Argentina,ARG,2022-05-07,41112602,
Argentina,ARG,2022-05-08,41113028,
Argentina,ARG,2022-05-09,41115550,
Argentina,ARG,2022-05-10,41118266,
Argentina,ARG,2022-05-11,41121085,
Argentina,ARG,2022-05-12,41123790,
Argentina,ARG,2022-05-13,41126824,
Argentina,ARG,2022-05-14,41128114,
Argentina,ARG,2022-05-15,41128598,
Argentina,ARG,2022-05-16,41131079,
Argentina,ARG,2022-05-17,41134019,
Argentina,ARG,2022-05-18,41134062,
Argentina,ARG,2022-05-19,41136878,
Argentina,ARG,2022-05-20,41139968,
Argentina,ARG,2022-05-21,41141470,
Argentina,ARG,2022-05-22,41142052,
Argentina,ARG,2022-05-23,41145152,
Argentina,ARG,2022-05-24,41148213,
Argentina,ARG,2022-05-25,41148653,
Argentina,ARG,2022-05-26,41151318,
Argentina,ARG,2022-05-27,41154246,
Argentina,ARG,2022-05-28,41155690,
Argentina,ARG,2022-05-29,41156281,
Argentina,ARG,2022-05-30,41158970,
Argentina,ARG,2022-05-31,41161593,
Argentina,ARG,2022-06-01,41163546,
Argentina,ARG,2022-06-02,41165619,
Argentina,ARG,2022-06-03,41167900,
Argentina,ARG,2022-06-04,41168406,
Argentina,ARG,2022-06-05,41168552,
Argentina,ARG,2022-06-06,41170591,
Argentina,ARG,2022-06-07,41172633,
Argentina,ARG,2022-06-08,41174653,
Argentina,ARG,2022-06-09,41176792,
Argentina,ARG,2022-06-10,41178965,
Argentina,ARG,2022-06-11,41179322,
Argentina,ARG,2022-06-12,41179397,
Argentina,ARG,2022-06-13,41181465,
Argentina,ARG,2022-06-14,41183464,
Argentina,ARG,2022-06-15,41185513,
Argentina,ARG,2022-06-16,41187502,
Argentina,ARG,2022-06-17,41187743,
Argentina,ARG,2022-06-18,41187957,
Argentina,ARG,2022-06-19,41187975,
Argentina,ARG,2022-06-20,41188062,
Argentina,ARG,2022-06-21,41189735,
Argentina,ARG,2022-06-22,41191300,
Argentina,ARG,2022-06-23,41192889,
Argentina,ARG,2022-06-24,41194644,
Argentina,ARG,2022-06-25,41194986,
Argentina,ARG,2022-06-26,41195090,
Argentina,ARG,2022-06-27,41195999,
Argentina,ARG,2022-06-28,41197738,
Argentina,ARG,2022-06-29,41199322,
Argentina,ARG,2022-06-30,41200927,
Argentina,ARG,2022-07-01,41202657,
Argentina,ARG,2022-07-02,41202911,
Argentina,ARG,2022-07-03,41202993,
Argentina,ARG,2022-07-04,41204557,
Argentina,ARG,2022-07-05,41206030,
Argentina,ARG,2022-07-06,41207540,
Argentina,ARG,2022-07-07,41208877,
Argentina,ARG,2022-07-08,41210204,
Argentina,ARG,2022-07-09,41210459,
Argentina,ARG,2022-07-10,41210594,
Argentina,ARG,2022-07-11,41211847,
Argentina,ARG,2022-07-12,41213100,
Argentina,ARG,2022-07-13,41214362,
Argentina,ARG,2022-07-14,41215595,
Argentina,ARG,2022-07-15,41216676,
Argentina,ARG,2022-07-16,41216860,
Argentina,ARG,2022-07-17,41216954,
Argentina,ARG,2022-07-18,41218154,
Argentina,ARG,2022-07-19,41219466,
Argentina,ARG,2022-07-20,41220681,
Argentina,ARG,2022-07-21,41221920,
Argentina,ARG,2022-07-22,41223362,
Argentina,ARG,2022-07-23,41223569,
Argentina,ARG,2022-07-24,41223638,
Argentina,ARG,2022-07-25,41224644,
Argentina,ARG,2022-07-26,41225981,
Argentina,ARG,2022-07-27,41227285,
Argentina,ARG,2022-07-28,41228651,
Argentina,ARG,2022-07-29,41230209,
Argentina,ARG,2022-07-30,41230481,
Argentina,ARG,2022-07-31,41230620,
Argentina,ARG,2022-08-01,41231778,
Argentina,ARG,2022-08-02,41232877,
Argentina,ARG,2022-08-03,41234518,
Argentina,ARG,2022-08-04,41236494,
Argentina,ARG,2022-08-05,41239278,
Argentina,ARG,2022-08-06,41239691,
Argentina,ARG,2022-08-07,41239846,
Argentina,ARG,2022-08-08,41242151,
Argentina,ARG,2022-08-09,41244869,
Argentina,ARG,2022-08-10,41247592,
Argentina,ARG,2022-08-11,41252552,
Argentina,ARG,2022-08-12,41256967,
Argentina,ARG,2022-08-13,41257425,
Argentina,ARG,2022-08-14,41257522,
Argentina,ARG,2022-08-15,41257709,
Argentina,ARG,2022-08-16,41261148,
Argentina,ARG,2022-08-17,41263855,
Argentina,ARG,2022-08-18,41266747,
Argentina,ARG,2022-08-19,41269333,
Argentina,ARG,2022-08-20,41269623,
Argentina,ARG,2022-08-21,41269690,
Argentina,ARG,2022-08-22,41271944,
Argentina,ARG,2022-08-23,41274359,
Argentina,ARG,2022-08-24,41277058,
Argentina,ARG,2022-08-25,41279553,
Argentina,ARG,2022-08-26,41282112,
Argentina,ARG,2022-08-27,41282452,
Argentina,ARG,2022-08-28,41282544,
Argentina,ARG,2022-08-29,41284724,
Argentina,ARG,2022-08-30,41287103,
Argentina,ARG,2022-08-31,41289425,
Argentina,ARG,2022-09-01,41291909,
Argentina,ARG,2022-09-02,41292535,
Argentina,ARG,2022-09-03,41292788,
Argentina,ARG,2022-09-04,41292847,
Argentina,ARG,2022-09-05,41294899,
Argentina,ARG,2022-09-06,41297092,
Argentina,ARG,2022-09-07,41298993,
Argentina,ARG,2022-09-08,41300933,
Argentina,ARG,2022-09-09,41302938,
Argentina,ARG,2022-09-10,41303190,
Argentina,ARG,2022-09-11,41303236,
Argentina,ARG,2022-09-12,41304830,
Argentina,ARG,2022-09-13,41306480,
Argentina,ARG,2022-09-14,41308226,
Argentina,ARG,2022-09-15,41309864,
Argentina,ARG,2022-09-16,41311620,
Argentina,ARG,2022-09-17,41311828,
Argentina,ARG,2022-09-18,41311883,
Argentina,ARG,2022-09-19,41313135,
Argentina,ARG,2022-09-20,41314609,
Argentina,ARG,2022-09-21,41315817,
Argentina,ARG,2022-09-22,41317245,
Argentina,ARG,2022-09-23,41318728,
Argentina,ARG,2022-09-24,41318903,
Argentina,ARG,2022-09-25,41318932,
Argentina,ARG,2022-09-26,41320345,
Argentina,ARG,2022-09-27,41321630,
Argentina,ARG,2022-09-28,41322808,
Argentina,ARG,2022-09-29,41324086,
Argentina,ARG,2022-09-30,41325308,
Argentina,ARG,2022-10-01,41325588,
Argentina,ARG,2022-10-02,41325652,
Argentina,ARG,2022-10-03,41326965,
Argentina,ARG,2022-10-04,41328497,
Argentina,ARG,2022-10-05,41329768,
Argentina,ARG,2022-10-06,41331252,
Argentina,ARG,2022-10-07,41331426,
Argentina,ARG,2022-10-08,41331563,
Argentina,ARG,2022-10-09,41331609,
Argentina,ARG,2022-10-10,41331681,
Argentina,ARG,2022-10-11,41332806,
Argentina,ARG,2022-10-12,41334061,
Argentina,ARG,2022-10-13,41335294,
Argentina,ARG,2022-10-14,41336548,
Argentina,ARG,2022-10-15,41336684,
Argentina,ARG,2022-10-16,41336703,
Argentina,ARG,2022-10-17,41337706,
Argentina,ARG,2022-10-18,41338900,
Argentina,ARG,2022-10-19,41340181,
Argentina,ARG,2022-10-20,41341407,
Argentina,ARG,2022-10-21,41342819,
Argentina,ARG,2022-10-22,41343042,
Argentina,ARG,2022-10-23,41343100,
Argentina,ARG,2022-10-24,41344147,
Argentina,ARG,2022-10-25,41345257,
Argentina,ARG,2022-10-26,41346201,
Argentina,ARG,2022-10-27,41347381,
Argentina,ARG,2022-10-28,41348477,
Argentina,ARG,2022-10-29,41348596,
Argentina,ARG,2022-10-30,41348618,
Argentina,ARG,2022-10-31,41349483,
Argentina,ARG,2022-11-01,41349687,
Argentina,ARG,2022-11-02,41349687,
Armenia,ARM,2021-03-31,565,
Armenia,ARM,2021-05-09,10727,
Armenia,ARM,2021-05-16,19249,
Armenia,ARM,2021-05-23,26562,
Armenia,ARM,2021-05-30,33529,
Armenia,ARM,2021-06-06,46503,
Armenia,ARM,2021-06-20,52509,
Armenia,ARM,2021-06-27,58518,
Armenia,ARM,2021-07-11,77449,
Armenia,ARM,2021-07-18,94560,
Armenia,ARM,2021-07-25,108674,
Armenia,ARM,2021-08-01,120285,
Armenia,ARM,2021-08-08,132529,
Armenia,ARM,2021-08-15,144573,
Armenia,ARM,2021-08-22,153888,
Armenia,ARM,2021-08-29,176552,
Armenia,ARM,2021-09-05,195290,
Armenia,ARM,2021-09-12,215278,
Armenia,ARM,2021-09-19,237454,
Armenia,ARM,2021-09-26,264695,
Armenia,ARM,2021-10-11,344029,
Armenia,ARM,2021-10-17,434617,
Armenia,ARM,2021-10-24,497971,
Armenia,ARM,2021-10-31,579360,
Armenia,ARM,2021-11-07,613849,
Armenia,ARM,2021-11-14,682188,
Armenia,ARM,2021-11-21,738887,
Armenia,ARM,2021-11-28,799403,
Armenia,ARM,2021-12-06,835816,
Armenia,ARM,2021-12-12,869750,
Armenia,ARM,2021-12-19,903661,
Armenia,ARM,2021-12-26,934028,
Armenia,ARM,2022-01-02,944784,
Armenia,ARM,2022-01-09,952813,
Armenia,ARM,2022-01-17,973944,
Armenia,ARM,2022-01-23,999891,
Armenia,ARM,2022-01-30,1032249,
Armenia,ARM,2022-02-06,1054178,
Armenia,ARM,2022-02-13,1080404,
Armenia,ARM,2022-02-27,1100694,
Armenia,ARM,2022-03-13,1113472,
Armenia,ARM,2022-03-20,1118674,
Armenia,ARM,2022-04-03,1128072,
Armenia,ARM,2022-05-15,1129504,
Armenia,ARM,2022-05-22,1129669,
Aruba,ABW,2021-03-29,15600,
Aruba,ABW,2021-04-10,29197,
Aruba,ABW,2021-04-12,31139,
Aruba,ABW,2021-04-13,33563,
Aruba,ABW,2021-04-14,36058,
Aruba,ABW,2021-04-15,37981,
Aruba,ABW,2021-04-16,39961,
Aruba,ABW,2021-04-17,41770,
Aruba,ABW,2021-04-18,41837,
Aruba,ABW,2021-04-19,43266,
Aruba,ABW,2021-04-20,43945,
Aruba,ABW,2021-04-21,44421,
Aruba,ABW,2021-04-22,45097,
Aruba,ABW,2021-04-23,48061,
Aruba,ABW,2021-04-24,49351,
Aruba,ABW,2021-04-25,53161,
Aruba,ABW,2021-04-26,53244,
Aruba,ABW,2021-04-28,53813,
Aruba,ABW,2021-04-29,54095,
Aruba,ABW,2021-04-30,54306,
Aruba,ABW,2021-05-03,54614,
Aruba,ABW,2021-05-04,55152,
Aruba,ABW,2021-05-05,55359,
Aruba,ABW,2021-05-06,55371,
Aruba,ABW,2021-05-07,55625,
Aruba,ABW,2021-05-08,55744,
Aruba,ABW,2021-05-10,56009,
Aruba,ABW,2021-05-11,56288,
Aruba,ABW,2021-05-12,56594,
Aruba,ABW,2021-05-13,56932,
Aruba,ABW,2021-05-14,57314,
Aruba,ABW,2021-05-15,57481,
Aruba,ABW,2021-05-17,57936,
Aruba,ABW,2021-05-18,58344,
Aruba,ABW,2021-05-19,58683,
Aruba,ABW,2021-05-20,58953,
Aruba,ABW,2021-05-21,59341,
Aruba,ABW,2021-05-22,60005,
Aruba,ABW,2021-05-23,61242,
Aruba,ABW,2021-05-24,61548,
Aruba,ABW,2021-05-25,62143,
Aruba,ABW,2021-05-26,62244,
Aruba,ABW,2021-05-27,62498,
Aruba,ABW,2021-05-28,62698,
Aruba,ABW,2021-05-29,62914,
Aruba,ABW,2021-05-31,63113,
Aruba,ABW,2021-06-01,63277,
Aruba,ABW,2021-06-02,63456,
Aruba,ABW,2021-06-03,64004,
Aruba,ABW,2021-06-04,64010,
Aruba,ABW,2021-06-06,64011,
Aruba,ABW,2021-06-07,64184,
Aruba,ABW,2021-06-08,64473,
Aruba,ABW,2021-06-09,64765,
Aruba,ABW,2021-06-10,65022,
Aruba,ABW,2021-06-11,65239,
Aruba,ABW,2021-06-12,66046,
Aruba,ABW,2021-06-14,66185,
Aruba,ABW,2021-06-15,66336,
Aruba,ABW,2021-06-16,66466,
Aruba,ABW,2021-06-17,66614,
Aruba,ABW,2021-06-18,66774,
Aruba,ABW,2021-06-20,66865,
Aruba,ABW,2021-06-21,66991,
Aruba,ABW,2021-06-22,67004,
Aruba,ABW,2021-06-23,67126,
Aruba,ABW,2021-06-24,67278,
Aruba,ABW,2021-06-27,67278,
Aruba,ABW,2021-06-28,67457,
Aruba,ABW,2021-06-29,67610,
Aruba,ABW,2021-06-30,67827,
Aruba,ABW,2021-07-01,67890,
Aruba,ABW,2021-07-02,68087,
Aruba,ABW,2021-07-05,68241,
Aruba,ABW,2021-07-06,68478,
Aruba,ABW,2021-07-07,68664,
Aruba,ABW,2021-07-08,68855,
Aruba,ABW,2021-07-09,69031,
Aruba,ABW,2021-07-10,70174,
Aruba,ABW,2021-07-12,70353,
Aruba,ABW,2021-07-13,70539,
Aruba,ABW,2021-07-14,70755,
Aruba,ABW,2021-07-15,71025,
Aruba,ABW,2021-07-16,71035,
Aruba,ABW,2021-07-19,71409,
Aruba,ABW,2021-07-20,71415,
Aruba,ABW,2021-07-21,71650,
Aruba,ABW,2021-07-22,71894,
Aruba,ABW,2021-07-23,71913,
Aruba,ABW,2021-07-26,72151,
Aruba,ABW,2021-07-27,72440,
Aruba,ABW,2021-07-28,72598,
Aruba,ABW,2021-07-29,72758,
Aruba,ABW,2021-07-30,72787,
Aruba,ABW,2021-07-31,72793,
Aruba,ABW,2021-08-01,72795,
Aruba,ABW,2021-08-02,72813,
Aruba,ABW,2021-08-03,72843,
Aruba,ABW,2021-08-04,72858,
Aruba,ABW,2021-08-05,72908,
Aruba,ABW,2021-08-06,72991,
Aruba,ABW,2021-08-09,73125,
Aruba,ABW,2021-08-10,73394,
Aruba,ABW,2021-08-11,73738,
Aruba,ABW,2021-08-12,73843,
Aruba,ABW,2021-08-13,74089,
Aruba,ABW,2021-08-16,74271,
Aruba,ABW,2021-08-17,74555,
Aruba,ABW,2021-08-18,74788,
Aruba,ABW,2021-08-19,74987,
Aruba,ABW,2021-08-20,75163,
Aruba,ABW,2021-08-22,77278,
Aruba,ABW,2021-08-23,77540,
Aruba,ABW,2021-08-24,77745,
Aruba,ABW,2021-08-25,77973,
Aruba,ABW,2021-08-26,78173,
Aruba,ABW,2021-08-27,78344,
Aruba,ABW,2021-08-29,78460,
Aruba,ABW,2021-08-30,78503,
Aruba,ABW,2021-08-31,78669,
Aruba,ABW,2021-09-01,78853,
Aruba,ABW,2021-09-02,78935,
Aruba,ABW,2021-09-03,78997,
Aruba,ABW,2021-09-06,79209,
Aruba,ABW,2021-09-07,79261,
Aruba,ABW,2021-09-08,79341,
Aruba,ABW,2021-09-09,79400,
Aruba,ABW,2021-09-10,79475,
Aruba,ABW,2021-09-11,79801,
Aruba,ABW,2021-09-12,80344,
Aruba,ABW,2021-09-13,80346,
Aruba,ABW,2021-09-14,80425,
Aruba,ABW,2021-09-15,80518,
Aruba,ABW,2021-09-16,80606,
Aruba,ABW,2021-09-20,80707,
Aruba,ABW,2021-09-21,80888,
Aruba,ABW,2021-09-22,80907,
Aruba,ABW,2021-09-23,80976,
Aruba,ABW,2021-09-24,81036,
Aruba,ABW,2021-09-25,81124,
Aruba,ABW,2021-09-26,81149,
Aruba,ABW,2021-09-27,81187,
Aruba,ABW,2021-09-28,81238,
Aruba,ABW,2021-09-29,81319,
Aruba,ABW,2021-09-30,81374,
Aruba,ABW,2021-10-01,81461,
Aruba,ABW,2021-10-02,81462,
Aruba,ABW,2021-10-04,81514,
Aruba,ABW,2021-10-05,81564,
Aruba,ABW,2021-10-06,81641,
Aruba,ABW,2021-10-07,81700,
Aruba,ABW,2021-10-08,81761,
Aruba,ABW,2021-10-09,81761,
Aruba,ABW,2021-10-10,81871,
Aruba,ABW,2021-10-12,81916,
Aruba,ABW,2021-10-13,81987,
Aruba,ABW,2021-10-14,82015,
Aruba,ABW,2021-10-15,82054,
Aruba,ABW,2021-10-18,82107,
Aruba,ABW,2021-10-19,82193,
Aruba,ABW,2021-10-20,82236,
Aruba,ABW,2021-10-21,82294,
Aruba,ABW,2021-10-22,82370,
Aruba,ABW,2021-10-25,82417,
Aruba,ABW,2021-10-26,82459,
Aruba,ABW,2021-10-27,82535,
Aruba,ABW,2021-10-28,82562,
Aruba,ABW,2021-10-29,82650,
Aruba,ABW,2021-11-01,82682,
Aruba,ABW,2021-11-02,82729,
Aruba,ABW,2021-11-03,82849,
Aruba,ABW,2021-11-05,82934,
Aruba,ABW,2021-11-08,82974,
Aruba,ABW,2021-11-09,83010,
Aruba,ABW,2021-11-10,83077,
Aruba,ABW,2021-11-11,83125,
Aruba,ABW,2021-11-12,83183,
Aruba,ABW,2021-11-15,83228,
Aruba,ABW,2021-11-16,83272,
Aruba,ABW,2021-11-17,83309,
Aruba,ABW,2021-11-18,83346,
Aruba,ABW,2021-11-19,83424,
Aruba,ABW,2021-11-20,83424,
Aruba,ABW,2021-11-21,83456,
Aruba,ABW,2021-11-22,83457,
Aruba,ABW,2021-11-23,83504,
Aruba,ABW,2021-11-24,83524,
Aruba,ABW,2021-11-25,83592,
Aruba,ABW,2021-11-26,83604,
Aruba,ABW,2021-11-27,83619,
Aruba,ABW,2021-11-28,83637,
Aruba,ABW,2021-11-29,83638,
Aruba,ABW,2021-11-30,83640,
Aruba,ABW,2021-12-01,83641,
Aruba,ABW,2021-12-02,83688,
Aruba,ABW,2021-12-03,83754,
Aruba,ABW,2021-12-06,83795,
Aruba,ABW,2021-12-07,83844,
Aruba,ABW,2021-12-08,83876,
Aruba,ABW,2021-12-09,83902,
Aruba,ABW,2021-12-10,83936,
Aruba,ABW,2021-12-13,83985,
Aruba,ABW,2021-12-14,84014,
Aruba,ABW,2021-12-15,84051,
Aruba,ABW,2021-12-16,84084,
Aruba,ABW,2021-12-17,84191,
Aruba,ABW,2021-12-20,84345,
Aruba,ABW,2021-12-22,84430,
Aruba,ABW,2021-12-23,84513,
Aruba,ABW,2021-12-24,84513,
Aruba,ABW,2021-12-27,84567,
Aruba,ABW,2021-12-28,84694,
Aruba,ABW,2021-12-30,84751,
Aruba,ABW,2022-01-04,84813,
Aruba,ABW,2022-01-05,84884,
Aruba,ABW,2022-01-06,84970,
Aruba,ABW,2022-01-07,85004,
Aruba,ABW,2022-01-10,85073,
Aruba,ABW,2022-01-11,85106,
Aruba,ABW,2022-01-12,85168,
Aruba,ABW,2022-01-13,85191,
Aruba,ABW,2022-01-14,85237,
Aruba,ABW,2022-01-15,85244,
Aruba,ABW,2022-01-17,85307,
Aruba,ABW,2022-01-18,85362,
Aruba,ABW,2022-01-19,85415,
Aruba,ABW,2022-01-20,85460,
Aruba,ABW,2022-01-21,85962,
Aruba,ABW,2022-01-22,86072,
Aruba,ABW,2022-01-23,86373,
Aruba,ABW,2022-01-25,86444,
Aruba,ABW,2022-01-27,86509,
Aruba,ABW,2022-01-28,86579,
Aruba,ABW,2022-01-31,86627,
Aruba,ABW,2022-02-01,86667,
Aruba,ABW,2022-02-02,86709,
Aruba,ABW,2022-02-03,86761,
Aruba,ABW,2022-02-04,86815,
Aruba,ABW,2022-02-07,86871,
Aruba,ABW,2022-02-08,86912,
Aruba,ABW,2022-02-09,86972,
Aruba,ABW,2022-02-10,87014,
Aruba,ABW,2022-02-11,87062,
Aruba,ABW,2022-02-14,87094,
Aruba,ABW,2022-02-15,87115,
Aruba,ABW,2022-02-16,87157,
Aruba,ABW,2022-02-17,87200,
Aruba,ABW,2022-02-18,87259,
Aruba,ABW,2022-02-21,87292,
Aruba,ABW,2022-02-22,87311,
Aruba,ABW,2022-02-23,87330,
Aruba,ABW,2022-02-24,87350,
Aruba,ABW,2022-02-25,87378,
Aruba,ABW,2022-03-01,87419,
Aruba,ABW,2022-03-02,87447,
Aruba,ABW,2022-03-03,87465,
Aruba,ABW,2022-03-04,87485,
Aruba,ABW,2022-03-06,87487,
Aruba,ABW,2022-03-07,87511,
Aruba,ABW,2022-03-08,87542,
Aruba,ABW,2022-03-09,87563,
Aruba,ABW,2022-03-10,87620,
Aruba,ABW,2022-03-12,87621,
Aruba,ABW,2022-03-14,87651,
Aruba,ABW,2022-03-15,87676,
Aruba,ABW,2022-03-16,87694,
Aruba,ABW,2022-03-17,87725,
Aruba,ABW,2022-03-21,87743,
Aruba,ABW,2022-03-22,87761,
Aruba,ABW,2022-03-23,87789,
Aruba,ABW,2022-03-24,87804,
Aruba,ABW,2022-03-25,87829,
Aruba,ABW,2022-03-26,87833,
Aruba,ABW,2022-03-28,87854,
Aruba,ABW,2022-03-29,87884,
Aruba,ABW,2022-03-30,87905,
Aruba,ABW,2022-03-31,87919,
Aruba,ABW,2022-04-03,87959,
Aruba,ABW,2022-04-04,87972,
Aruba,ABW,2022-04-05,87991,
Aruba,ABW,2022-04-06,88006,
Aruba,ABW,2022-04-07,88013,
Aruba,ABW,2022-04-08,88051,
Aruba,ABW,2022-04-11,88073,
Aruba,ABW,2022-04-12,88103,
Aruba,ABW,2022-04-13,88141,
Aruba,ABW,2022-04-14,88155,
Aruba,ABW,2022-04-19,88187,
Aruba,ABW,2022-04-20,88216,
Aruba,ABW,2022-04-21,88258,
Aruba,ABW,2022-04-22,88293,
Aruba,ABW,2022-04-25,88325,
Aruba,ABW,2022-04-26,88348,
Aruba,ABW,2022-04-27,88350,
Aruba,ABW,2022-04-28,88370,
Aruba,ABW,2022-04-29,88386,
Aruba,ABW,2022-05-03,88408,
Aruba,ABW,2022-05-04,88437,
Aruba,ABW,2022-05-05,88452,
Aruba,ABW,2022-05-06,88488,
Aruba,ABW,2022-05-09,88511,
Aruba,ABW,2022-05-10,88532,
Aruba,ABW,2022-05-11,88558,
Aruba,ABW,2022-05-12,88581,
Aruba,ABW,2022-05-13,88606,
Aruba,ABW,2022-05-16,88618,
Aruba,ABW,2022-05-17,88638,
Aruba,ABW,2022-05-18,88659,
Aruba,ABW,2022-05-19,88672,
Aruba,ABW,2022-05-20,88702,
Aruba,ABW,2022-05-23,88731,
Aruba,ABW,2022-05-24,88744,
Aruba,ABW,2022-05-25,88772,
Aruba,ABW,2022-05-30,88792,
Aruba,ABW,2022-05-31,88814,
Aruba,ABW,2022-06-01,88828,
Aruba,ABW,2022-06-02,88842,
Aruba,ABW,2022-06-03,88901,
Aruba,ABW,2022-06-06,88939,
Aruba,ABW,2022-06-07,88955,
Aruba,ABW,2022-06-08,88971,
Aruba,ABW,2022-06-09,88977,
Aruba,ABW,2022-06-10,89001,
Aruba,ABW,2022-06-13,89027,
Aruba,ABW,2022-06-14,89048,
Aruba,ABW,2022-06-15,89056,
Aruba,ABW,2022-06-16,89068,
Aruba,ABW,2022-06-17,89081,
Aruba,ABW,2022-06-20,89106,
Aruba,ABW,2022-06-21,89118,
Aruba,ABW,2022-06-22,89127,
Aruba,ABW,2022-06-23,89133,
Aruba,ABW,2022-06-24,89153,
Aruba,ABW,2022-06-27,89167,
Aruba,ABW,2022-06-28,89179,
Aruba,ABW,2022-07-01,89190,
Aruba,ABW,2022-07-03,89191,
Aruba,ABW,2022-07-04,89201,
Aruba,ABW,2022-07-05,89215,
Aruba,ABW,2022-07-06,89226,
Aruba,ABW,2022-07-07,89235,
Aruba,ABW,2022-07-08,89244,
Aruba,ABW,2022-07-11,89263,
Aruba,ABW,2022-07-12,89288,
Aruba,ABW,2022-07-13,89304,
Aruba,ABW,2022-07-14,89331,
Aruba,ABW,2022-07-15,89351,
Aruba,ABW,2022-07-18,89358,
Aruba,ABW,2022-07-19,89368,
Aruba,ABW,2022-07-20,89373,
Aruba,ABW,2022-07-21,89394,
Aruba,ABW,2022-07-22,89409,
Aruba,ABW,2022-07-25,89432,
Aruba,ABW,2022-07-26,89446,
Aruba,ABW,2022-07-27,89448,
Aruba,ABW,2022-07-28,89458,
Aruba,ABW,2022-07-29,89464,
Aruba,ABW,2022-08-01,89489,
Aruba,ABW,2022-08-02,89508,
Aruba,ABW,2022-08-03,89517,
Aruba,ABW,2022-08-04,89527,
Aruba,ABW,2022-08-05,89543,
Aruba,ABW,2022-08-08,89555,
Aruba,ABW,2022-08-09,89569,
Aruba,ABW,2022-08-10,89574,
Aruba,ABW,2022-08-11,89581,
Aruba,ABW,2022-08-12,89593,
Aruba,ABW,2022-08-15,89600,
Aruba,ABW,2022-08-16,89618,
Aruba,ABW,2022-08-17,89622,
Aruba,ABW,2022-08-18,89628,
Aruba,ABW,2022-08-19,89635,
Aruba,ABW,2022-08-22,89637,
Aruba,ABW,2022-08-23,89643,
Aruba,ABW,2022-08-24,89649,
Aruba,ABW,2022-08-25,89656,
Aruba,ABW,2022-08-26,89662,
Aruba,ABW,2022-08-29,89672,
Aruba,ABW,2022-08-30,89680,
Aruba,ABW,2022-08-31,89681,
Aruba,ABW,2022-09-01,89682,
Aruba,ABW,2022-09-02,89684,
Aruba,ABW,2022-09-05,89691,
Aruba,ABW,2022-09-06,89708,
Aruba,ABW,2022-09-07,89714,
Aruba,ABW,2022-09-08,89724,
Aruba,ABW,2022-09-09,89733,
Aruba,ABW,2022-09-12,89742,
